MID,Q1c1,Q1c2,Q1c3,Q1c4,Q1c5,Q1c6,Q1c7,Q1c8,Q1c9,Q1c10,Q1c11,Q1c12,Q1c13,Q1c14,Q1c15,Q1c16,Q1t15,Q1_1,Q5_1t1,Q6s1c1,Q6s1c2,Q6s1c3,Q6s1c4,Q6s1c5,Q6s1c6,Q6s1c7,Q6s1c8,Q6s1c9,Q6s1c10,Q6s2c1,Q6s2c2,Q6s2c3,Q6s2c4,Q6s2c5,Q6s2c6,Q6s2c7,Q6s2c8,Q6s2c9,Q6s2c10,Q6s3c1,Q6s3c2,Q6s3c3,Q6s3c4,Q6s3c5,Q6s3c6,Q6s3c7,Q6s3c8,Q6s3c9,Q6s3c10,Q6s4c1,Q6s4c2,Q6s4c3,Q6s4c4,Q6s4c5,Q6s4c6,Q6s4c7,Q6s4c8,Q6s4c9,Q6s4c10,Q6s5c1,Q6s5c2,Q6s5c3,Q6s5c4,Q6s5c5,Q6s5c6,Q6s5c7,Q6s5c8,Q6s5c9,Q6s5c10,Q6s6c1,Q6s6c2,Q6s6c3,Q6s6c4,Q6s6c5,Q6s6c6,Q6s6c7,Q6s6c8,Q6s6c9,Q6s6c10,Q6s7c1,Q6s7c2,Q6s7c3,Q6s7c4,Q6s7c5,Q6s7c6,Q6s7c7,Q6s7c8,Q6s7c9,Q6s7c10,Q6s8c1,Q6s8c2,Q6s8c3,Q6s8c4,Q6s8c5,Q6s8c6,Q6s8c7,Q6s8c8,Q6s8c9,Q6s8c10,Q6s9c1,Q6s9c2,Q6s9c3,Q6s9c4,Q6s9c5,Q6s9c6,Q6s9c7,Q6s9c8,Q6s9c9,Q6s9c10,Q6s10c1,Q6s10c2,Q6s10c3,Q6s10c4,Q6s10c5,Q6s10c6,Q6s10c7,Q6s10c8,Q6s10c9,Q6s10c10,Q6ht9,FS1,FS2t1,BLK,af2,SC3,SC4s1,SC4s2,SC4s3,SC4s4,SC4s5,SC4s6,SC4s7,SC4s8,SC4s9,SC4s10,SC4s11,asc5s1,nsc5s1,SC7c1,SC7c2,SC7c3,SC7c4,SC7c5,SC7c6,SC7c7,SC7c8,SC7t8,SC8c1,SC8c2,SC8c3,SC8c4,SC8c5,SC8c6,SC8c7,SC8c8,SC8c9,SC8c10,SC8c11,SC8t10,nsc9c1,nsc9c2,nsc9c3,nsc9c4,nsc9c5,nsc9c6,nsc9c7,nsc9c8,nsc9c9,nsc9c10,nsc9c11,asc10
_UK1WHG98TBonf4g$LYnIA,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,66,5,1,3,4,4,6,3,3,4,2,4,3,4,3,4,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,1,11
_X8y5sHjyxNcdP2FMBM9Tg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,旨みが強い,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,2,60,3,1,2,3,4,5,2,1,2,1,2,1,2,2,5,1,0,1,1,0,0,1,1,0,,1,1,1,1,1,1,0,0,1,0,0,,1,1,1,1,1,1,0,0,1,0,0,4
_X9lLGtJXJsYH89m$tkn3A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,辛さがちょうど良い。食べやすく美味しい。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,5,2,4,6,6,5,1,3,6,4,3,6,3,2,3,1,1,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,3
_yLlDGbEK65njtijxvBcjQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,特になし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,4,4,2,2,4,2,4,3,3,3,3,1,3,3,3,1,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,5
_zfBYc80iarUQr6C2sa3XA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,価格が安い,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,3,4,3,2,2,6,6,5,6,5,4,2,6,4,5,1,1,1,0,0,1,0,0,0,,1,1,1,1,0,1,1,0,1,0,0,,1,1,1,1,0,1,1,0,1,0,0,9
055sGBVTyo6CwURwZI6vkg,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51,2,,3,3,3,4,3,3,3,4,3,3,2,4,3,1,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,11
08iYB28v9l8g2VhGv0C93g,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,2,特になし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,3,4,4,1,3,4,2,4,3,2,2,2,3,2,3,1,0,0,1,0,1,0,0,0,,0,1,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,11
0G1fu3iwJ1yj5$QG0UX2cw,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,低価格で美味しいから,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51,5,4,3,4,4,4,4,4,4,4,4,4,4,4,6,1,1,0,1,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,1
0GHpbOhyfCYn$nVX1sOTwQ,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,5,単純に美味しいから,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,5,2,3,5,2,6,3,5,4,3,3,3,6,4,3,1,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1
0JGyR_p1RIItbjlnN$ZjTg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,子供が好きなアジなので,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,5,1,2,2,3,3,3,3,3,3,3,2,3,3,6,1,1,0,1,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,1
0Kv1YW1W5ioCirwgAjfr1w,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67,6,2,3,3,3,4,3,3,3,4,3,3,4,3,3,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,1,11
0n1OUGHSyoHXvvvOG7dwtg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,美味しい,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,45,3,2,5,6,3,6,5,6,6,6,6,6,6,6,5,1,1,0,0,0,0,0,0,0,,1,1,1,0,1,0,0,0,0,0,0,,1,1,1,0,1,0,0,0,0,0,0,1
0N3Sbuxca7UMg_xfZSVZbg,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,1,甘辛味だから,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,61,6,1,2,2,2,5,3,3,3,3,3,2,3,3,5,1,1,0,1,0,0,0,0,0,,1,1,1,0,1,0,0,0,1,0,0,,1,0,0,0,1,0,0,0,1,0,0,9
0Qh56tnnWu$sz2oB5bypIg,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,1,よく行くスーパーで、定期的に特売してくれるから。おいしい。日本人好みの味。,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,65,3,1,2,1,1,4,2,1,2,3,3,2,2,3,3,1,1,1,1,0,1,1,0,0,,1,0,1,0,1,0,0,0,0,0,0,,1,0,1,0,1,0,0,0,0,0,0,3
0U6S0odq4Y4C5gVTxmQi$g,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,,5,味が良い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,47,3,2,5,3,3,6,3,6,4,6,4,6,6,3,5,1,1,1,1,0,1,1,1,0,,1,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,3
0VCphHGd5jIOj3kEjE4F9A,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,辛すぎない,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,2,2,4,3,2,6,6,4,3,6,3,3,4,6,3,1,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,0,,1,0,1,0,0,0,0,0,0,0,0,3
0VjsdGEPnhXrnKahyD6Ulw,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,,5,食べやすく、安いから,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,4,2,3,2,1,5,2,2,1,2,2,2,4,3,4,1,0,1,1,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,1
185JKY3pTYVNU7WJpNbTNw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,特になし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,3,3,4,3,3,3,3,3,3,3,3,3,4,3,5,1,1,0,0,0,1,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,2
1BJaWL9RzCIxL2kXd2h8UQ,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,1,辛さがちょうど良くて食べやすい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46,3,2,3,3,3,3,3,3,3,4,3,3,3,3,5,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,2
1DsyKjg$0DkBUSvF3$TEvA,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,,1,乳酸菌入りで身体に良く、国産野菜を使用していて甘味と辛味具合が良く美味しいから,,,,,,,,,,,1,0,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,2,63,3,1,2,2,2,4,5,4,4,3,3,2,4,4,6,1,1,0,1,0,1,1,1,0,,1,1,1,1,1,1,1,0,1,0,0,,1,1,1,0,1,1,1,0,1,0,0,1
1Faof$WyDg4w4hpITNOXIg,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,1,うま味が非常に良い。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53,4,2,3,2,2,5,3,2,4,5,5,3,4,4,3,1,1,1,1,0,1,1,0,0,,1,1,1,1,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,9
1GeF27tiq7vKDTOWIXJWtg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,甘味と辛味のバランスが良い。汁気が少ないのが良い。容器の形状が良い。賞味期限が長い。,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,1,42,5,2,2,2,2,6,3,6,2,3,3,3,6,5,5,1,1,0,0,0,0,1,0,0,,0,1,1,0,0,0,0,0,1,0,0,,0,1,1,0,0,0,0,0,1,0,0,2
1hN2Hgvf_tPiBA4JnAh79A,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,酸っぱくなる前に食べ切れるのでちょうどいい量,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,3,2,4,2,4,6,4,3,5,6,6,4,4,6,5,1,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,1
1rsmwP6XaTVZQnwocCtVrA,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,,7,安心感のあるブランドである。,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,3,1,2,3,2,5,5,2,4,5,3,2,5,4,6,1,1,0,1,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,,1,1,1,0,1,0,0,0,0,0,0,1
1uzp4oOJXJYAM1FRhM$Rvg,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,1,単純においしいと思うから,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,54,3,1,2,3,3,4,3,3,3,3,3,2,3,3,5,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,3
1x1Oz0NyZhO2On06euBtNg,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,,1,価格が安い,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,51,3,,3,2,2,6,4,5,5,5,5,3,6,5,6,1,1,1,0,0,0,0,1,0,,1,1,1,0,1,0,1,0,1,0,0,,1,1,1,0,0,0,1,0,1,0,0,9
1Y$WMdV4uytXI3YB3vy5mw,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,5,美味しい,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,52,7,4,5,6,3,6,6,3,6,4,6,6,6,6,5,1,1,0,0,0,1,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,11
1YWZPe6WBeCXbY0perV4$g,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66,6,2,2,2,3,6,2,2,3,2,6,2,6,6,6,1,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,11
2096HBeJ8AH4xKdd4Hrgpw,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,8,おいしいから,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,55,3,1,3,5,3,2,3,4,4,2,4,4,3,3,4,1,1,0,0,0,0,1,1,0,,1,0,1,1,1,0,0,0,1,0,0,,1,0,0,0,1,0,0,0,1,0,0,9
2096HBeJ8AHx6hLVW8WlOA,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,,5,子どもも食べやすいからさなので、良い,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,41,6,1,3,1,1,2,3,2,3,3,2,2,3,2,4,1,1,0,1,0,1,1,1,0,,1,1,1,1,1,0,1,0,0,0,0,,1,1,1,1,1,0,1,0,0,0,0,1
28Ptso8MpqV1MfEdVbzkwQ,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,,5,おいしさが独自,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66,5,2,4,2,2,4,4,3,3,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,4
2eSYrfZVFgY0xvwAKJoBpA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,一番美味しいから,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,6,4,5,4,5,2,2,2,2,5,5,3,5,6,4,1,0,0,1,0,0,1,0,0,,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,4
2JYZEs8YCDzf4hj2AgJFMg,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,1,美味しくて安心な材料を使っている,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,4,4,4,3,5,6,6,2,6,6,6,6,6,6,3,1,1,0,0,0,1,0,1,0,,0,1,1,0,1,1,0,0,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,11
2L68b7u4HOnrUKNg3r93Eg,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,1,味！,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,2,2,2,2,2,4,3,6,5,4,5,3,6,6,5,1,1,1,1,0,1,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,2
2Mpa3k$ykCwl3zMY4OTPQQ,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,,1,本当に味がおいしい。甘さと辛さのバランスが良い。ただただ辛いだけのは、あまり好きではないが、この商品はうまみがしっかりある。,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,5,4,4,6,6,5,5,5,5,5,6,5,5,5,4,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,3
2P2W_ulEUCbQETcUqqSoEw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,ない,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,3,1,2,1,1,6,4,4,6,6,5,5,6,6,5,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,3
2PNC4TZt9w7cNOwU3X$Bfw,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,,5,なし,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,2,4,2,6,6,6,6,6,6,6,6,6,6,6,3,1,1,0,1,0,1,0,0,0,,1,0,1,0,1,0,0,0,0,0,0,,1,0,1,0,1,0,0,0,0,0,0,1
2rGjc9TGSUEkr9o4QhC9VQ,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,3,美味しい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,4,3,2,2,3,2,1,2,1,2,1,3,3,2,3,1,0,0,0,1,1,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,3
2vPEsyo607l8KiSz2ukgzg,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,5,辛いだけではなく、旨味がある,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48,4,2,3,2,2,6,3,3,3,4,3,1,4,4,4,1,1,0,1,0,0,0,0,0,,1,0,1,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,1,0,0,9
2vUBYHjQWTfgdig0iLAVzA,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,5,スーパーでの店頭価格が、どこでも最低価格だから,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,5,1,2,1,1,6,1,2,1,5,3,3,3,3,5,1,1,1,1,0,0,1,0,0,,1,1,1,0,0,0,0,0,1,0,0,,0,1,1,0,0,0,0,0,1,0,0,9
2w$sgRKqRR43humUN55laA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,13,美味しいから,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,42,3,1,4,4,3,3,4,4,4,3,3,5,4,4,4,1,1,0,0,0,0,0,0,0,,1,1,1,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,1
2WgAjCcUZ2yBsE5RNkI$kw,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,手頃で美味しい,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,3,1,4,5,6,5,5,3,2,1,5,4,5,5,3,1,0,0,1,0,1,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,3
2XUKgOuYPwruK9unEqkLUg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,美味しい,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,5,2,3,4,4,4,4,4,4,4,4,4,4,4,5,1,1,0,1,0,0,0,0,0,,1,0,1,0,1,0,1,0,0,0,0,,1,0,1,0,0,0,1,0,0,0,0,7
2xwNAVE1ryQoKL1et5qhRQ,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,,2,辛さと辛さのひろさ,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,3,2,3,1,1,3,2,2,3,1,2,2,2,2,6,1,1,1,0,0,0,0,0,0,,1,0,1,0,0,0,1,0,0,0,0,,1,0,1,0,0,0,1,0,0,0,0,1
